folder,ads,sub,ads_AllenElectronegativity_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_GSvolume_pa_mean,ads_MendeleevNumber_mean,ads_MiracleRadius_mean,ads_MolarVolume_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Polarizability_mean,ads_VdWRadius_mean,ads_ZungerPP-r_d_mean,ads_ZungerPP-r_p_mean,interface_ads_AllenElectronegativity_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_GSvolume_pa_mean,interface_ads_MendeleevNumber_mean,interface_ads_MiracleRadius_mean,interface_ads_MolarVolume_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Polarizability_mean,interface_ads_VdWRadius_mean,interface_ads_ZungerPP-r_d_mean,interface_ads_ZungerPP-r_p_mean,sub_AllenElectronegativity_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_GSvolume_pa_mean,sub_MendeleevNumber_mean,sub_MiracleRadius_mean,sub_MolarVolume_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Polarizability_mean,sub_VdWRadius_mean,sub_ZungerPP-r_d_mean,sub_ZungerPP-r_p_mean,interface_sub_AllenElectronegativity_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_GSvolume_pa_mean,interface_sub_MendeleevNumber_mean,interface_sub_MiracleRadius_mean,interface_sub_MolarVolume_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Polarizability_mean,interface_sub_VdWRadius_mean,interface_sub_ZungerPP-r_d_mean,interface_sub_ZungerPP-r_p_mean,uninterface_sub_AllenElectronegativity_mean,uninterface_sub_AtomicRadius_mean,uninterface_sub_AtomicVolume_mean,uninterface_sub_AtomicWeight_mean,uninterface_sub_CovalentRadius_mean,uninterface_sub_DipolePolarizability_mean,uninterface_sub_ElectronAffinity_mean,uninterface_sub_Electronegativity_mean,uninterface_sub_FirstIonizationEnergy_mean,uninterface_sub_GSvolume_pa_mean,uninterface_sub_MendeleevNumber_mean,uninterface_sub_MiracleRadius_mean,uninterface_sub_MolarVolume_mean,uninterface_sub_NUnfilled_mean,uninterface_sub_NValence_mean,uninterface_sub_NdUnfilled_mean,uninterface_sub_NdValence_mean,uninterface_sub_NfUnfilled_mean,uninterface_sub_NfValence_mean,uninterface_sub_NpUnfilled_mean,uninterface_sub_NpValence_mean,uninterface_sub_NsUnfilled_mean,uninterface_sub_NsValence_mean,uninterface_sub_Polarizability_mean,uninterface_sub_VdWRadius_mean,uninterface_sub_ZungerPP-r_d_mean,uninterface_sub_ZungerPP-r_p_mean,,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,SBH_n,SBH_p,if_id,Note,spg,gap_pbe,gap_hse,ea_pbe,ea_hse,ip_pbe,ip_hse,ads_MetalUnpair,ads_NonMetalUnpair,ads_MetalMendeleev,ads_NonMetalMendeleev,interface_sub_Unpair,uninterface_sub_Unpair
if_20,  MoS2   , LaBi,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,,1.775,36.5070526,173.942935,177.5,15.75,69.6,1.56,6.4312,34.92375,49.5,174.5,21.85,6,16,4.5,5.5,0,7,1.5,1.5,0,2,15.75,,0.656,1.391,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.6673,4.65,,,0.42,0.82,if_20,1,,1.58038944,2.087439351,4.307260873,3.897385788,5.887650312,5.984825139,6,2,50,88,3,9
if_21,  WS2   , LaBi,2.022666667,1.116666667,23.39727534,82.65666667,124,5.633333333,159.5333333,2.506666667,9.528016667,22.54125,75.66666667,113.6666667,13.51,3.333333333,10.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,5.633333333,,,0.878333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,,1.775,36.5070526,173.942935,177.5,15.75,69.6,1.56,6.4312,34.92375,49.5,174.5,21.85,6,16,4.5,5.5,0,7,1.5,1.5,0,2,15.75,,0.656,1.391,2.022666667,1.116666667,23.39727534,82.65666667,124,5.633333333,159.5333333,2.506666667,9.528016667,22.54125,75.66666667,113.6666667,13.51,3.333333333,10.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,5.633333333,,,0.878333333,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.8119,4.65,,,0.47,0.92,if_21,1,,1.533624078,2.05492859,3.966448347,3.613044181,5.500072425,5.667972771,4,2,51,88,3,9
if_24,  MoS2   , LaP,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,1.6715,1.475,32.87238397,84.939616,157,17.365,60,1.645,8.031795,29.73386905,48,144.5,19.705,6,4,4.5,0.5,0,0,1.5,1.5,0,2,17.365,,,1.1725,2.253,1,28.21412182,30.973762,107,3.63,72,2.19,10.48669,22.5702381,83,102,17.02,3,5,0,0,0,0,3,3,0,2,3.63,1.8,nan,0.64,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.6673,4.043,,,0.41,1.07,if_24,1,,1.58038944,2.087439351,4.307260873,3.897385788,5.887650312,5.984825139,6,2,50,88,3,9
if_25,  WS2   , LaP,2.022666667,1.116666667,23.39727534,82.65666667,124,5.633333333,159.5333333,2.506666667,9.528016667,22.54125,75.66666667,113.6666667,13.51,3.333333333,10.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,5.633333333,,,0.878333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,1.6715,1.475,32.87238397,84.939616,157,17.365,60,1.645,8.031795,29.73386905,48,144.5,19.705,6,4,4.5,0.5,0,0,1.5,1.5,0,2,17.365,,,1.1725,2.253,1,28.21412182,30.973762,107,3.63,72,2.19,10.48669,22.5702381,83,102,17.02,3,5,0,0,0,0,3,3,0,2,3.63,1.8,nan,0.64,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.8119,4.043,,,0.55,1.02,if_25,1,,1.533624078,2.05492859,3.966448347,3.613044181,5.500072425,5.667972771,4,2,51,88,3,9
if_26,  WSe2   , LaP,1.912666667,1.216666667,23.42544789,113.92,134,6.213333333,156.2,2.486666667,9.122936667,22.63,76.33333333,123.6666667,14.10333333,3.333333333,17.33333333,2,8,0,4.666666667,1.333333333,2.666666667,0,2,6.213333333,,0.296666667,0.951666667,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.6715,1.475,32.87238397,84.939616,157,17.365,60,1.645,8.031795,29.73386905,48,144.5,19.705,6,4,4.5,0.5,0,0,1.5,1.5,0,2,17.365,,,1.1725,2.253,1,28.21412182,30.973762,107,3.63,72,2.19,10.48669,22.5702381,83,102,17.02,3,5,0,0,0,0,3,3,0,2,3.63,1.8,nan,0.64,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.5431,4.043,,,0.23,1.03,if_26,1,,1.237876337,1.730437132,3.614153492,3.262057164,4.852029829,4.992494296,4,2,51,89,3,9
if_27,  MoSe2   , LaP,2.106,1.25,23.30616331,84.62666667,131.3333333,6.78,153.9666667,2.42,8.865736667,22.51,76,125,14.07333333,3.333333333,12.66666667,1.666666667,8.333333333,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.78,,0.263333333,0.946666667,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.6715,1.475,32.87238397,84.939616,157,17.365,60,1.645,8.031795,29.73386905,48,144.5,19.705,6,4,4.5,0.5,0,0,1.5,1.5,0,2,17.365,,,1.1725,2.253,1,28.21412182,30.973762,107,3.63,72,2.19,10.48669,22.5702381,83,102,17.02,3,5,0,0,0,0,3,3,0,2,3.63,1.8,nan,0.64,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.4444,4.043,,,-0.01,1.21,if_27,1,,1.321438186,1.804162298,3.91140546,3.504983151,5.232843646,5.309145449,6,2,50,89,3,9
if_28,  MoS2   , LaSb,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,1.537,1.7,33.86103478,130.332735,173,18.85,75.6,1.575,7.092645,34.22875,49,171,20.29,6,9,4.5,5.5,0,0,1.5,1.5,0,2,18.85,,0.6045,1.32,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.6673,5.037,,,0.28,1.32,if_28,1,,1.58038944,2.087439351,4.307260873,3.897385788,5.887650312,5.984825139,6,2,50,88,3,9
if_29,  WS2   , LaSb,2.022666667,1.116666667,23.39727534,82.65666667,124,5.633333333,159.5333333,2.506666667,9.528016667,22.54125,75.66666667,113.6666667,13.51,3.333333333,10.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,5.633333333,,,0.878333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,1.537,1.7,33.86103478,130.332735,173,18.85,75.6,1.575,7.092645,34.22875,49,171,20.29,6,9,4.5,5.5,0,0,1.5,1.5,0,2,18.85,,0.6045,1.32,2.022666667,1.116666667,23.39727534,82.65666667,124,5.633333333,159.5333333,2.506666667,9.528016667,22.54125,75.66666667,113.6666667,13.51,3.333333333,10.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,5.633333333,,,0.878333333,1.09,1.95,37.53064612,138.90547,207,31.1,48,1.1,5.5769,36.8975,13,187,22.39,9,3,9,1,0,0,0,0,0,2,31.1,nan,0.874,1.705,,,,,,1.8119,5.037,,,0.5,1.22,if_29,1,,1.533624078,2.05492859,3.966448347,3.613044181,5.500072425,5.667972771,4,2,51,88,3,9
if_32,  MoS2   , Na3Bi,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,,1.75,38.44961143,69.48742696,161.5,18.1825,62.4,1.2025,5.675682,30.17,23,175.5,23.1625,1.5,8,0,2.5,0,3.5,0.75,0.75,0.75,1.25,18.1825,2.22,,1.43175,0.869,1.8,39.43832888,22.98976928,166,24.11,52.8,0.93,5.139076,29.24333333,2,180,23.78,1,1,0,0,0,0,0,0,1,1,24.11,2.27,nan,1.55,,1.6,35.48345908,208.9804,148,0.4,91.2,2.02,7.2855,32.95,86,162,21.31,3,29,0,10,0,14,3,3,0,2,0.4,2.07,0.438,1.077,,,,,,1.6673,2.831,,,-0.03,1.83,if_32,1,,1.58038944,2.087439351,4.307260873,3.897385788,5.887650312,5.984825139,6,2,50,88,1,3
if_33,  WS2   , Na3Bi,2.022666667,1.116666667,23.39727534,82.65666667,124,5.633333333,159.5333333,2.506666667,9.528016667,22.54125,75.66666667,113.6666667,13.51,3.333333333,10.66666667,2,1.333333333,0,4.666666667,1.333333333,2.666666667,0,2,5.633333333,,,0.878333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,,1.75,38.44961143,69.48742696,161.5,18.1825,62.4,1.2025,5.675682,30.17,23,175.5,23.1625,1.5,8,0,2.5,0,3.5,0.75,0.75,0.75,1.25,18.1825,2.22,,1.43175,0.869,1.8,39.43832888,22.98976928,166,24.11,52.8,0.93,5.139076,29.24333333,2,180,23.78,1,1,0,0,0,0,0,0,1,1,24.11,2.27,nan,1.55,,1.6,35.48345908,208.9804,148,0.4,91.2,2.02,7.2855,32.95,86,162,21.31,3,29,0,10,0,14,3,3,0,2,0.4,2.07,0.438,1.077,,,,,,1.8119,2.831,,,0,1.85,if_33,1,,1.533624078,2.05492859,3.966448347,3.613044181,5.500072425,5.667972771,4,2,51,88,1,3
if_34,  WSe2   , Na3Bi,1.912666667,1.216666667,23.42544789,113.92,134,6.213333333,156.2,2.486666667,9.122936667,22.63,76.33333333,123.6666667,14.10333333,3.333333333,17.33333333,2,8,0,4.666666667,1.333333333,2.666666667,0,2,6.213333333,,0.296666667,0.951666667,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,,1.75,38.44961143,69.48742696,161.5,18.1825,62.4,1.2025,5.675682,30.17,23,175.5,23.1625,1.5,8,0,2.5,0,3.5,0.75,0.75,0.75,1.25,18.1825,2.22,,1.43175,0.869,1.8,39.43832888,22.98976928,166,24.11,52.8,0.93,5.139076,29.24333333,2,180,23.78,1,1,0,0,0,0,0,0,1,1,24.11,2.27,nan,1.55,,1.6,35.48345908,208.9804,148,0.4,91.2,2.02,7.2855,32.95,86,162,21.31,3,29,0,10,0,14,3,3,0,2,0.4,2.07,0.438,1.077,,,,,,1.5431,2.831,,,-0.01,1.34,if_34,1,,1.237876337,1.730437132,3.614153492,3.262057164,4.852029829,4.992494296,4,2,51,89,1,3
if_35,  MoSe2   , Na3Bi,2.106,1.25,23.30616331,84.62666667,131.3333333,6.78,153.9666667,2.42,8.865736667,22.51,76,125,14.07333333,3.333333333,12.66666667,1.666666667,8.333333333,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.78,,0.263333333,0.946666667,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,,1.75,38.44961143,69.48742696,161.5,18.1825,62.4,1.2025,5.675682,30.17,23,175.5,23.1625,1.5,8,0,2.5,0,3.5,0.75,0.75,0.75,1.25,18.1825,2.22,,1.43175,0.869,1.8,39.43832888,22.98976928,166,24.11,52.8,0.93,5.139076,29.24333333,2,180,23.78,1,1,0,0,0,0,0,0,1,1,24.11,2.27,nan,1.55,,1.6,35.48345908,208.9804,148,0.4,91.2,2.02,7.2855,32.95,86,162,21.31,3,29,0,10,0,14,3,3,0,2,0.4,2.07,0.438,1.077,,,,,,1.4444,2.831,,,-0.04,1.27,if_35,1,,1.321438186,1.804162298,3.91140546,3.504983151,5.232843646,5.309145449,6,2,50,89,1,3
if_36,  MoS2   , TaAs,2.216,1.15,23.27799076,53.36333333,121.3333333,6.2,157.3,2.44,9.270816667,22.42125,75.33333333,115,13.48,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,6.2,,,0.873333333,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,nan,0.56,1.4405,1.3,19.88534765,127.93474,144.5,8.705,54.5,1.84,8.669085,20.1475,66,130,11.9,5,17,3.5,6.5,0,7,1.5,1.5,0,2,8.705,,0.38,1.1425,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,0.67,1.45,18.04672956,180.94788,170,13.1,31,1.5,7.54957,18.12,48,145,10.85,7,19,7,3,0,14,0,0,0,2,13.1,nan,0.605,1.54,,,,,,1.6673,5.073,,,0.05,1.21,if_36,1,,1.58038944,2.087439351,4.307260873,3.897385788,5.887650312,5.984825139,6,2,50,88,3,3
