,ads_formula,sub_formula,total_AtomicRadius_mean,total_AtomicVolume_mean,total_AtomicWeight_mean,total_CovalentRadius_mean,total_Density_mean,total_DipolePolarizability_mean,total_ElectronAffinity_mean,total_Electronegativity_mean,total_FirstIonizationEnergy_mean,total_FusionEnthalpy_mean,total_GSenergy_pa_mean,total_GSestBCClatcnt_mean,total_GSestFCClatcnt_mean,total_GSvolume_pa_mean,total_HeatCapacityMolar_mean,total_LogThermalConductivity_mean,total_MendeleevNumber_mean,total_NUnfilled_mean,total_NValence_mean,total_NdUnfilled_mean,total_NdValence_mean,total_NfUnfilled_mean,total_NfValence_mean,total_NpUnfilled_mean,total_NpValence_mean,total_NsUnfilled_mean,total_NsValence_mean,total_Number_mean,total_Polarizability_mean,total_Row_mean,total_SpaceGroupNumber_mean,total_ThermalConductivity_mean,total_ZungerPP-r_sigma_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_Density_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_FusionEnthalpy_mean,sub_GSenergy_pa_mean,sub_GSestBCClatcnt_mean,sub_GSestFCClatcnt_mean,sub_GSvolume_pa_mean,sub_HeatCapacityMolar_mean,sub_LogThermalConductivity_mean,sub_MendeleevNumber_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Number_mean,sub_Polarizability_mean,sub_Row_mean,sub_SecondIonizationEnergy_mean,sub_SpaceGroupNumber_mean,sub_ThermalConductivity_mean,sub_ZungerPP-r_p_mean,sub_ZungerPP-r_pi_mean,sub_ZungerPP-r_s_mean,sub_ZungerPP-r_sigma_mean,sub_n_ws^third_mean,sub_phi_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_Density_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_FusionEnthalpy_mean,ads_GSenergy_pa_mean,ads_GSestBCClatcnt_mean,ads_GSestFCClatcnt_mean,ads_GSvolume_pa_mean,ads_HeatCapacityMolar_mean,ads_LogThermalConductivity_mean,ads_MendeleevNumber_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Number_mean,ads_Polarizability_mean,ads_Row_mean,ads_SpaceGroupNumber_mean,ads_ThermalConductivity_mean,ads_ZungerPP-r_sigma_mean,interface_AtomicRadius_mean,interface_AtomicVolume_mean,interface_AtomicWeight_mean,interface_CovalentRadius_mean,interface_Density_mean,interface_DipolePolarizability_mean,interface_ElectronAffinity_mean,interface_Electronegativity_mean,interface_FirstIonizationEnergy_mean,interface_FusionEnthalpy_mean,interface_GSenergy_pa_mean,interface_GSestBCClatcnt_mean,interface_GSestFCClatcnt_mean,interface_GSvolume_pa_mean,interface_HeatCapacityMolar_mean,interface_LogThermalConductivity_mean,interface_MendeleevNumber_mean,interface_NUnfilled_mean,interface_NValence_mean,interface_NdUnfilled_mean,interface_NdValence_mean,interface_NfUnfilled_mean,interface_NfValence_mean,interface_NpUnfilled_mean,interface_NpValence_mean,interface_NsUnfilled_mean,interface_NsValence_mean,interface_Number_mean,interface_Polarizability_mean,interface_Row_mean,interface_SpaceGroupNumber_mean,interface_ThermalConductivity_mean,interface_ZungerPP-r_sigma_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_Density_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_FusionEnthalpy_mean,interface_ads_GSenergy_pa_mean,interface_ads_GSestBCClatcnt_mean,interface_ads_GSestFCClatcnt_mean,interface_ads_GSvolume_pa_mean,interface_ads_HeatCapacityMolar_mean,interface_ads_LogThermalConductivity_mean,interface_ads_MendeleevNumber_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Number_mean,interface_ads_Polarizability_mean,interface_ads_Row_mean,interface_ads_SpaceGroupNumber_mean,interface_ads_ThermalConductivity_mean,interface_ads_ZungerPP-r_sigma_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_Density_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_FusionEnthalpy_mean,interface_sub_GSenergy_pa_mean,interface_sub_GSestBCClatcnt_mean,interface_sub_GSestFCClatcnt_mean,interface_sub_GSvolume_pa_mean,interface_sub_HeatCapacityMolar_mean,interface_sub_LogThermalConductivity_mean,interface_sub_MendeleevNumber_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Number_mean,interface_sub_Polarizability_mean,interface_sub_Row_mean,interface_sub_SecondIonizationEnergy_mean,interface_sub_SpaceGroupNumber_mean,interface_sub_ThermalConductivity_mean,interface_sub_ZungerPP-r_p_mean,interface_sub_ZungerPP-r_pi_mean,interface_sub_ZungerPP-r_s_mean,interface_sub_ZungerPP-r_sigma_mean,interface_sub_n_ws^third_mean,interface_sub_phi_mean,interface_ads_VdWRadius_mean,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,vdwgap_class,0.05,0.07,0.15,0.2
993,Ca2Br2Cl2,Pd,1.385294118,1094.632321,96.78323529,137.8823529,10176.18906,5.774313725,83.98647059,2.230588235,8.683011176,14.78735294,-4.54380192,3.217753974,4.054115965,17.26397059,29.36988235,1.490132717,62.58823529,0.117647059,9.764705882,0,8.823529412,0,0,0.117647059,0.588235294,0,0.352941176,42.11764706,5.774313725,4.764705882,206.0588235,71.06640588,2.324117647,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.316666667,6134.324017,51.81166667,132.6666667,1557.738,10.32111111,225.3233333,2.373333333,10.29819667,5.675,-1.771929553,3.926186003,4.94668439,30.5825,45.18933333,-0.22346625,65.33333333,0.666666667,8.666666667,0,3.333333333,0,0,0.666666667,3.333333333,0,2,24,10.32111111,3.666666667,117.6666667,66.70963333,1.736666667,1.2,9166.102712,70.9365,120.5,6013.107,3.49,201.35,2.68,10.652265,9.97,-3.461104163,3.362564176,4.236565386,19.45375,29.9645,-0.096638749,78,0.5,8.5,0,5,0,0,0.5,2.5,0,1,31.5,3.49,4,144.5,36.00445,1.73,1,18317.50704,35.453,102,3.214,2.18,349,3.16,12.96763,3.2,-1.784433755,3.65918124,4.610279469,24.4975,33.949,-2.050609993,94,1,7,0,0,0,0,1,5,0,2,17,2.18,3,64,0.0089,1.01,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.75,2.393494997,0.005523729,2.473214564,0.835501766,5.2127,5.235353371,0.19519,0.467186288,1,1,1,1,1
994,Ca2Br2I2,Pd,1.407142857,18.69975347,102.9736414,139.8571429,10763.04762,5.724206349,75.65571429,2.200952381,8.497258095,15.37642857,-4.643652361,3.224806806,4.063001977,17.60214286,29.69947619,1.641163929,62.57142857,0.095238095,10.28571429,0,9.523809524,0,0,0.095238095,0.476190476,0,0.285714286,44.57142857,5.724206349,4.904761905,209.6666667,71.26519048,2.37547619,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.45,42.7079567,82.29549,145,3203.333333,11.26944444,207.39,2.206666667,9.459406667,7.195,-1.678919107,4.177964976,5.263906019,36.755,52.01633333,0.344152528,66,0.666666667,12,0,6.666666667,0,0,0.666666667,3.333333333,0,2,36,11.26944444,4.333333333,117.6666667,66.85633333,1.928333333,1.275,28.6131058,93.162,129.5,7571.5,3.925,189.15,2.58,10.07535,11.0125,-3.360399954,3.479031778,4.38330537,21.945,50.835,0.468256871,78.5,0.5,13.5,0,10,0,0,0.5,2.5,0,1,40.5,3.925,4.5,144.5,36.06,1.825,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.85,2.128810806,0.044253052,1.138385661,0.435082929,4.0615,5.235353371,0.169284,0.360373609,1,1,1,1,1
995,Pb2Br2I2,Pd,1.407142857,18.09995517,110.9318319,138.4285714,11229.2381,4.831904762,77.21428571,2.264285714,8.559328095,15.19709524,-4.723685696,3.20593088,4.0392198,17.14214286,29.64095238,1.605118122,66.0952381,0.285714286,11.52380952,0,10,0,0.666666667,0.285714286,0.571428571,0,0.285714286,47.52380952,4.831904762,5,209.6666667,63.40804762,2.332142857,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.45,38.5093686,138.0028233,135,6466.666667,5.023333333,218.3,2.65,9.893896667,5.939666667,-2.239152455,4.045833493,5.097430783,33.535,51.60666667,0.091831877,90.66666667,2,20.66666667,0,10,0,4.666666667,2,4,0,2,56.66666667,5.023333333,5,117.6666667,11.85633333,1.625,1.4,28.67862187,116.662235,139,8481.5,4.9125,174.45,2.43,9.39408,12.25,-3.321588494,3.740232635,4.712397829,28.7125,40.205,0.754789418,79,0.5,13.5,0,10,0,0,0.5,2.5,0,1,49.5,4.9125,5,144.5,36.2245,2.0175,1.4,42.65885747,126.90447,139,4940,5.025,295.2,2.66,10.45126,7.76,-1.505402418,4.414518159,5.561944354,43.015,54.43,-0.347753659,96,1,17,0,10,0,0,1,5,0,2,53,5.025,5,64,0.449,1.585,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.98,2.607606959,0.026200229,2.623128104,0.891195521,2.6972,5.235353371,0.123515,0.322078574,1,1,1,1,1
996,Zr2Br2N2,Pd,1.296969697,2270.964759,90.16238788,132.8181818,8818.545576,5.727272727,79.34848485,2.288484848,9.303093939,13.88181818,-5.492574739,3.233050447,4.073388313,17.345,32.31139394,1.042912617,66.24242424,1.454545455,9.515151515,0.96969697,7.818181818,0,0,0.484848485,0.96969697,0,0.727272727,39.21212121,5.727272727,4.515151515,197.969697,48.62373697,2.112424242,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.116666667,6219.430912,61.71156667,122,3210.750333,7.35,124.2333333,2.443333333,10.99393333,8.88,-6.113475034,3.525481285,4.441828081,22.48125,43.39133333,-0.382322171,73.66666667,4,8.666666667,2.666666667,4,0,0,1.333333333,2.666666667,0,2,27.33333333,7.35,3.666666667,150.6666667,7.715276667,1.521666667,1.275,28.6131058,93.162,129.5,7571.5,3.925,189.15,2.58,10.07535,11.0125,-3.360399954,3.479031778,4.38330537,21.945,50.835,0.468256871,78.5,0.5,13.5,0,10,0,0,0.5,2.5,0,1,40.5,3.925,4.5,144.5,36.06,1.825,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.85,2.554043134,0.002728067,2.60598573,0.894876349,1.6456,5.235353371,0.096648,0.246843161,1,1,1,1,1
997,Zr2Br2,Pd,1.383333333,20.76455228,99.468,141.8333333,9620.5,6.691666667,96.75,2.181666667,8.63255,15.54083333,-5.113347029,3.29150838,4.147040694,18.38583333,34.16166667,1.311706511,64.5,1.5,10.16666667,1.333333333,8.666666667,0,0,0.166666667,0.833333333,0,0.666666667,43.16666667,6.691666667,4.833333333,193,51.85333333,2.304166667,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.35,32.8968843,85.564,147.5,4815.5,10.475,182.85,2.145,9.22385,13.1425,-5.064491946,3.742630919,4.715419476,26.3375,50.525,0.220454541,69.5,4.5,10.5,4,6,0,0,0.5,2.5,0,2,37.5,10.475,4.5,129,11.56,2.0125,1.275,28.6131058,93.162,129.5,7571.5,3.925,189.15,2.58,10.07535,11.0125,-3.360399954,3.479031778,4.38330537,21.945,50.835,0.468256871,78.5,0.5,13.5,0,10,0,0,0.5,2.5,0,1,40.5,3.925,4.5,144.5,36.06,1.825,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.85,2.638524398,0.046947755,2.331529161,0.85659402,0,5.235353371,0.040692,0.107366835,1,1,1,1,1
998,BrSbSe,Pd,1.373529412,17.98267419,104.1472941,136.7647059,10762.23529,4.742352941,80.85882353,2.256470588,8.640657647,15.65441176,-4.770589622,3.207390412,4.041058695,16.98235294,28.82370588,1.53988534,66.88235294,0.352941176,11.05882353,0,10,0,0,0.352941176,0.705882353,0,0.352941176,44.94117647,4.742352941,4.882352941,199.6470588,60.74352941,2.267647059,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.25,33.30935113,93.54133333,126.3333333,4878.666667,4.473333333,207.6,2.52,10.05819333,10.58833333,-3.057059863,3.867459147,4.872693189,28.98666667,42.09433333,0.058465277,89.66666667,2,16,0,10,0,0,2,4,0,2,40,4.473333333,4.333333333,81.33333333,8.213333333,1.416666667,1.275,28.6131058,93.162,129.5,7571.5,3.925,189.15,2.58,10.07535,11.0125,-3.360399954,3.479031778,4.38330537,21.945,50.835,0.468256871,78.5,0.5,13.5,0,10,0,0,0.5,2.5,0,1,40.5,3.925,4.5,144.5,36.06,1.825,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.85,2.215737237,0.02146638,2.04063073,0.688538976,1.1826,5.235353371,0.201451,0.446362482,1,1,1,1,1
999,BrSbTe,Pd,1.388235294,18.37960854,107.0084706,137.8235294,10845.82353,4.844117647,80.57647059,2.23,8.596964118,16.28323529,-4.751207892,3.229937237,4.069465914,17.50254902,28.84529412,1.584656982,66.94117647,0.352941176,11.05882353,0,10,0,0,0.352941176,0.705882353,0,0.352941176,46,4.844117647,4.941176471,207.7647059,60.88941176,2.290294118,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.333333333,35.55864583,109.7546667,132.3333333,5352.333333,5.05,206,2.37,9.810596667,14.15166667,-2.947230061,3.995224491,5.033667435,31.93444444,42.21666667,0.312171248,90,2,16,0,10,0,0,2,4,0,2,46,5.05,4.666666667,127.3333333,9.04,1.545,1.275,28.6131058,93.162,129.5,7571.5,3.925,189.15,2.58,10.07535,11.0125,-3.360399954,3.479031778,4.38330537,21.945,50.835,0.468256871,78.5,0.5,13.5,0,10,0,0,0.5,2.5,0,1,40.5,3.925,4.5,144.5,36.06,1.825,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.85,2.239690164,0.002025915,2.059030379,0.696626868,1.3066,5.235353371,0.162218,0.363318059,1,1,1,1,1
1000,YBrSe,Pd,1.394117647,18.1486618,102.2146971,139.7647059,10631.35294,5.689411765,76.52941176,2.207647059,8.500005294,15.16029412,-4.908662412,3.209365052,4.043546585,17.02970588,28.90017647,1.531075791,62.58823529,0.705882353,10.35294118,0.529411765,9.470588235,0,0,0.176470588,0.529411765,0,0.352941176,44.23529412,5.689411765,4.882352941,201.2941176,60.33176471,2.336764706,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.366666667,34.24994761,82.58995,143.3333333,4137,9.84,183.0666667,2.243333333,9.261163333,7.788333333,-3.839472341,3.878648775,4.886791236,29.255,42.52766667,0.008544504,65.33333333,4,12,3,7,0,0,1,3,0,2,36,9.84,4.333333333,90.66666667,5.88,1.808333333,1.275,20.95359545,92.69,129.5,8421,4.285,124.35,2.375,9.044645,11.715,-4.30428324,3.397313059,4.280346236,20.165,25.6715,0.78666792,75.5,1,13,0,10,0,0,1,2,0,1,40,4.285,4.5,119.5,36.26,1.8675,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.9,1.984462457,0.011977069,0.072627869,0.09254158,3.1566,5.235353371,0.616869,1.224153371,0,1,1,0,0
1001,C2H2,Pd,1.03,3734.194438,66.455728,104.8,7665.81798,3.3473586,77.56,2.27,9.9738886,33.536,-5.590865626,2.761130845,3.478806873,11.097,23.0586,1.394920546,71,1,7,0,6,0,0,0.8,0.4,0.2,0.6,29,3.3473586,3.6,212.6,71.2361,1.848,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,0.475,9313.438515,6.50932,53.5,1130.04495,1.1683965,113.35,2.375,12.4293715,58.73,-6.27050221,2.303906445,2.902740227,6.1275,18.6765,0.701302621,84.5,2.5,2.5,0,0,0,0,2,1,0.5,1.5,3.5,1.1683965,1.5,194,70.09025,0.945,0.825,9316.375164,53.71397,85,6011.54495,2.7333965,63.25,2.2,10.9676715,8.4,-4.234532668,2.71553383,3.421358234,10.5125,27.408,0.556904851,77,0.5,5.5,0,5,0,0,0,0,0.5,0.5,23.5,2.7333965,3,209.5,36.09025,1.85,0.25,18618.05194,1.00794,31,0.0899,0.666793,72.8,2.2,13.598443,0.06,-3.331290765,2.365120549,2.979865165,6.615,28.836,-0.743522794,92,1,1,0,0,0,0,0,0,1,1,1,0.666793,1,194,0.1805,1.25,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.2,2.187358469,0.04620793,3.349706489,1.774751161,3.4609,5.235353371,0.010472,0.022906018,1,1,1,1,1
1002,CaBr2,Pd,1.394117647,19.63354387,99.398,138.9411765,10359.52941,5.825490196,82.55117647,2.218823529,8.615138824,14.91,-4.531954366,3.231456045,4.071379493,17.55705882,31.82523529,1.556591025,62.64705882,0.117647059,10.35294118,0,9.411764706,0,0,0.117647059,0.588235294,0,0.352941176,43.17647059,5.825490196,4.823529412,206.0588235,71.07294118,2.335294118,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.366666667,42.66427932,66.62866667,138.6666667,2596.666667,10.61111111,217.19,2.306666667,9.913586667,6.37,-1.704793413,4.003831071,5.044511046,32.24333333,59.103,0.153130829,65.66666667,0.666666667,12,0,6.666666667,0,0,0.666666667,3.333333333,0,2,30,10.61111111,4,117.6666667,66.74666667,1.8,1.275,28.6131058,93.162,129.5,7571.5,3.925,189.15,2.58,10.07535,11.0125,-3.360399954,3.479031778,4.38330537,21.945,50.835,0.468256871,78.5,0.5,13.5,0,10,0,0,0.5,2.5,0,1,40.5,3.925,4.5,144.5,36.06,1.825,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.85,2.527952787,0.004348409,2.535145729,0.88275517,5.0232,5.235353371,0.220951,0.558553696,1,1,1,1,1
1003,CaCl2,Pd,1.376470588,2169.631098,94.16847059,136.8235294,9992.848706,5.723137255,85.42176471,2.242352941,8.750883529,14.66470588,-4.555649474,3.204051903,4.036852438,16.97088235,26.91452941,1.423674409,62.52941176,0.117647059,9.176470588,0,8.235294118,0,0,0.117647059,0.588235294,0,0.352941176,41.05882353,5.723137255,4.705882353,206.0588235,71.05987059,2.312941176,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.266666667,12225.98375,36.99466667,126.6666667,518.8093333,10.03111111,233.4566667,2.44,10.68280667,4.98,-1.839065692,3.848540935,4.848857735,28.92166667,31.27566667,-0.60006333,65,0.666666667,5.333333333,0,0,0,0,0.666666667,3.333333333,0,2,18,10.03111111,3.333333333,117.6666667,66.6726,1.673333333,1.2,9166.102712,70.9365,120.5,6013.107,3.49,201.35,2.68,10.652265,9.97,-3.461104163,3.362564176,4.236565386,19.45375,29.9645,-0.096638749,78,0.5,8.5,0,5,0,0,0.5,2.5,0,1,31.5,3.49,4,144.5,36.00445,1.73,1,18317.50704,35.453,102,3.214,2.18,349,3.16,12.96763,3.2,-1.784433755,3.65918124,4.610279469,24.4975,33.949,-2.050609993,94,1,7,0,0,0,0,1,5,0,2,17,2.18,3,64,0.0089,1.01,1.4,14.69838627,106.42,139,12023,4.8,53.7,2.2,8.3369,16.74,-5.13777457,3.065947111,3.862851303,14.41,25.98,1.857332496,62,0,10,0,10,0,0,0,0,0,0,46,4.8,5,19.43,225,72,1.37,0.29,1.08,2.45,1.67,5.45,1.75,2.401034732,0.014542694,2.541348786,0.854268755,5.806,5.235353371,0.171796,0.412488163,1,1,1,1,1
