s_id,ads_formula,sub_formula,ads_AllenElectronegativity_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_GSvolume_pa_mean,ads_MendeleevNumber_mean,ads_MiracleRadius_mean,ads_MolarVolume_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Polarizability_mean,ads_VdWRadius_mean,ads_ZungerPP-r_d_mean,ads_ZungerPP-r_p_mean,interface_ads_AllenElectronegativity_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_GSvolume_pa_mean,interface_ads_MendeleevNumber_mean,interface_ads_MiracleRadius_mean,interface_ads_MolarVolume_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Polarizability_mean,interface_ads_VdWRadius_mean,interface_ads_ZungerPP-r_d_mean,interface_ads_ZungerPP-r_p_mean,sub_AllenElectronegativity_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_GSvolume_pa_mean,sub_MendeleevNumber_mean,sub_MiracleRadius_mean,sub_MolarVolume_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Polarizability_mean,sub_VdWRadius_mean,sub_ZungerPP-r_d_mean,sub_ZungerPP-r_p_mean,interface_sub_AllenElectronegativity_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_GSvolume_pa_mean,interface_sub_MendeleevNumber_mean,interface_sub_MiracleRadius_mean,interface_sub_MolarVolume_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Polarizability_mean,interface_sub_VdWRadius_mean,interface_sub_ZungerPP-r_d_mean,interface_sub_ZungerPP-r_p_mean,uninterface_sub_AllenElectronegativity_mean,uninterface_sub_AtomicRadius_mean,uninterface_sub_AtomicVolume_mean,uninterface_sub_AtomicWeight_mean,uninterface_sub_CovalentRadius_mean,uninterface_sub_DipolePolarizability_mean,uninterface_sub_ElectronAffinity_mean,uninterface_sub_Electronegativity_mean,uninterface_sub_FirstIonizationEnergy_mean,uninterface_sub_GSvolume_pa_mean,uninterface_sub_MendeleevNumber_mean,uninterface_sub_MiracleRadius_mean,uninterface_sub_MolarVolume_mean,uninterface_sub_NUnfilled_mean,uninterface_sub_NValence_mean,uninterface_sub_NdUnfilled_mean,uninterface_sub_NdValence_mean,uninterface_sub_NfUnfilled_mean,uninterface_sub_NfValence_mean,uninterface_sub_NpUnfilled_mean,uninterface_sub_NpValence_mean,uninterface_sub_NsUnfilled_mean,uninterface_sub_NsValence_mean,uninterface_sub_Polarizability_mean,uninterface_sub_VdWRadius_mean,uninterface_sub_ZungerPP-r_d_mean,uninterface_sub_ZungerPP-r_p_mean,,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,SBH_n,SBH_p,if_id,Note,spg,gap_pbe,gap_hse,ea_pbe,ea_hse,ip_pbe,ip_hse,ads_MetalUnpair,ads_NonMetalUnpair,ads_MetalMendeleev,ads_NonMetalMendeleev,interface_sub_Unpair,uninterface_sub_Unpair
c2db-943,Al2Cl6,Al,2.555,1.0625,13742.27888,33.33513465,106.75,3.335,272.375,2.7725,11.2221645,22.493125,88.75,,15.5425,2,6,0,0,0,0,2,4,0,2,3.335,1.7725,,0.60875,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.638705218,0.025953844,3.396687557,1.879499707,5.5404,4.031205881,0.055399,0.20158063,1.61,3.81,if_247,1,P-31m,5.487420265,6.980368311,2.474234425,1.983035607,7.96165469,8.963403918,1,1,73,94,1,1
c2db-984,Al2Ge2Se2,Al,2.010333333,1.216666667,22.15473518,59.52717953,120.3333333,5.47,118.8333333,2.056666667,7.879196,21.80166667,80.33333333,124.3333333,13.35,3.666666667,11,0,6.666666667,0,0,3.666666667,2.333333333,0,2,5.47,1.95,,0.805,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.184991654,0.016240007,2.834332825,1.389028359,0.7315,4.031205881,0.213221,0.679107105,0.4,0.1,if_248,1,P-3m1,0.616923251,1.239874162,3.753213691,3.432730526,4.370136942,4.672604688,1.5,2,76,89,1,1
c2db-985,Al2Ge2Se6,Al,2.1758,1.19,24.17636296,67.30030772,120.2,4.79,149.3,2.254,8.6284736,23.449,83.8,121.8,14.578,3,13,0,8,0,0,3,3,0,2,4.79,1.93,,0.751,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.479770255,0.038650778,1.559766651,0.712984434,1.643,4.031205881,2.481107,6.152575338,1.75,0.15,if_249,0,P-31m,1.645220303,2.408309086,4.242617527,3.962536352,5.88783783,6.370845438,1.5,2,76,89,1,1
c2db-986,Al2Ge2Te2,Al,1.921666667,1.3,24.40402987,75.74051287,126.3333333,6.046666667,117.2333333,1.906666667,7.631599333,24.74944444,80.66666667,131.6666667,14.69666667,3.666666667,11,0,6.666666667,0,0,3.666666667,2.333333333,0,2,6.046666667,2.003333333,,0.875,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.130961187,0.030666314,2.595446312,1.251636075,0.9516,4.031205881,0.236624,0.74086056,-0.66,0.65,if_250,1,P-3m1,0.868500082,1.367951437,3.86538877,3.666271133,4.733888852,5.03422257,1.5,2,76,90,1,1
c2db-1055,Al2S2,Al,2.101,1.125,21.88048516,29.5232693,113,4.85,121.25,2.095,8.172889,21.1334375,80.5,122,12.765,3.5,4.5,0,0,0,0,3.5,2.5,0,2,4.85,1.82,,0.7325,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.049591446,0.040450357,3.031080577,1.386991328,2.1024,4.031205881,0.256019,0.780753353,-0.1,1.8,if_251,1,P-6m2,2.085252661,2.880595253,4.121183069,3.865776066,6.206435729,6.746371319,1,2,73,88,1,1
c2db-1056,Al2S2Si2,Al,2.039333333,1.116666667,21.25911601,29.04401287,112.3333333,5.076666667,125.3666667,2.03,8.165819333,20.90229167,79.66666667,118,12.53,3.666666667,4.333333333,0,0,0,0,3.666666667,2.333333333,0,2,5.076666667,1.913333333,,0.735,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.215955484,0.008410467,3.059459392,1.528541892,1.085,4.031205881,0.19141,0.615566039,0.31,0.99,if_252,1,P-3m1,1.094205014,1.719366275,3.659284817,3.384200393,4.753489831,5.103566668,1,2,73,83,1,1
c2db-1064,Al2O6Sb2,Al,2.8854,0.9,11164.67547,39.34794772,91.6,3.1612,113.74,2.796,11.0896616,15.071,83.8,97.6,16.054,2.8,7.2,0,2,0,0,2.8,3.2,0,2,3.1612,1.692,,0.476,1.984,1.45,30.19142344,121.76,139,6.6,103.2,2.05,8.60839,31.56,85,155,18.19,3,15,0,10,0,0,3,3,0,2,6.6,2.06,0.335,0.935,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.118736262,0.000740321,2.596517948,1.307147696,3.8871,4.031205881,0.049667,0.154898274,2.2,1.95,if_253,1,P-31m,3.90859655,5.156947114,1.413014068,1.129096193,5.321610618,6.286043307,1.75,3,83.5,85,1,1
c2db-1067,Al2Se2,Al,2.0185,1.2,21.90161457,52.9707693,120.5,5.285,118.75,2.08,7.869079,21.2,81,129.5,13.21,3.5,9.5,0,5,0,0,3.5,2.5,0,2,5.285,1.87,,0.7875,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.077447329,0.000752528,2.823144245,1.344781214,2.0102,4.031205881,0.290703,0.894623171,0.41,1.77,if_254,1,P-6m2,1.997465295,2.7205808,3.828106645,3.592605909,5.82557194,6.31318671,1,2,73,89,1,1
c2db-1068,Al2Se2,Al,2.0185,1.2,21.90161457,52.9707693,120.5,5.285,118.75,2.08,7.869079,21.2,81,129.5,13.21,3.5,9.5,0,5,0,0,3.5,2.5,0,2,5.285,1.87,,0.7875,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.023111375,0.001120283,2.763856727,1.316353779,2.1428,4.031205881,0.296991,0.89783687,0.47,1.74,if_255,1,P-3m1,2.137777777,2.866034547,3.654408314,3.416673992,5.792186091,6.28270854,1,2,73,89,1,1
c2db-1079,Al2Se6Si2,Al,2.1602,1.16,23.64744322,58.38940772,118.4,4.728,152.22,2.232,8.6789236,22.936,83.6,121,14.264,3,11,0,6,0,0,3,3,0,2,4.728,1.928,,0.731,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.269187771,0.030942686,2.87669603,1.417864134,2.1537,4.031205881,0.385195,1.259274783,0.64,1.46,if_256,1,P-31m,2.144155538,2.989568418,3.823863051,3.502317343,5.968018589,6.491885761,1,2,73,86.25,1,1
c2db-1080,Al2Si2Te2,Al,1.895666667,1.25,23.52249699,60.88901287,123.3333333,5.943333333,122.1,1.87,7.715682667,23.89444444,80.33333333,130.3333333,14.17333333,3.666666667,7.666666667,0,3.333333333,0,0,3.666666667,2.333333333,0,2,5.943333333,2,,0.841666667,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.163788755,0.040912098,2.656580778,1.285003525,1.5585,4.031205881,0.223327,0.706559451,-0.55,0.76,if_257,1,P-3m1,1.506118401,2.104954051,3.405193287,3.152198153,4.911311687,5.257152204,1,2,73,84,1,1
c2db-1081,Al2Si2Te6,Al,2.0006,1.31,27.69617368,87.57340772,129.2,5.766,149.34,1.962,8.2332496,28.242,84.2,134.2,16.688,3,11,0,6,0,0,3,3,0,2,5.766,2.024,,0.857,1.916,1.1,20.01637772,28.0855,111,5.53,133.6,1.9,8.15168,20.44,78,110,12.06,4,4,0,0,0,0,4,2,0,2,5.53,2.1,,0.74,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.546530047,0.044883348,1.300604021,0.662651192,1.3409,4.031205881,1.379868,3.513875324,0.07,0.85,if_258,0,P-31m,1.114525593,1.672599334,3.991834372,3.775091324,5.106359965,5.447690658,1,2,73,87,1,1
c2db-1083,Al2Te2,Al,1.8855,1.325,25.27555662,77.2907693,129.5,6.15,116.35,1.855,7.497684,25.62166667,81.5,140.5,15.23,3.5,9.5,0,5,0,0,3.5,2.5,0,2,6.15,1.95,,0.8925,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.14330456,0.027319972,2.594589771,1.264431692,2.063,4.031205881,0.20126,0.632621476,-0.18,1.05,if_259,1,P-3m1,1.955444505,2.598095744,3.292804865,3.036032674,5.24824937,5.634128418,1,2,73,90,1,1
c2db-1086,Al2Te2,Al,1.8855,1.325,25.27555662,77.2907693,129.5,6.15,116.35,1.855,7.497684,25.62166667,81.5,140.5,15.23,3.5,9.5,0,5,0,0,3.5,2.5,0,2,6.15,1.95,,0.8925,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.149606925,0.029344974,2.622312409,1.274991339,1.8399,4.031205881,0.206756,0.651200129,-0.12,1.01,if_260,1,P-6m2,1.74798174,2.363037678,3.524969726,3.296645201,5.272951466,5.659682879,1,2,73,90,1,1
c2db-1298,As2,Al,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.319591176,0.044590168,0.802290588,0.489965765,1.6033,4.031205881,0.703267,1.631291927,,-0.61,if_261,0,P-3m1,1.483197543,2.018845043,3.758540436,3.537166434,5.241737979,5.556011477,-1,-1,-1,-1,1,1
c2db-1490,As2I6,Al,2.322,1.3375,37.42513454,113.9087525,134,4.84625,240.9,2.54,10.285595,37.805,93,,22.5275,1.5,16.5,0,10,0,0,1.5,4.5,0,2,4.84625,1.9475,0.275,0.80875,2.359,1.4,42.65885747,126.90447,139,5.025,295.2,2.66,10.45126,43.015,96,,25.72,1,17,0,10,0,0,1,5,0,2,5.025,1.98,0.315,0.83,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.381536844,0.01814487,1.935848806,0.870118214,2.2394,4.031205881,0.98911,2.355601907,0.7,1.8,if_262,1,P-31m,1.911370054,2.625028652,4.117679753,3.894624718,6.029049807,6.519653371,3,1,84,96,1,1
c2db-1499,Ir2As2Se6,Al,,1.19,23.49978602,100.80372,124,4.644,162.8,2.406,9.602558,22.829,82.2,121,14.146,2.4,17.2,0.6,9.4,0,2.8,1.8,3,0,2,4.644,,0.2262,0.8446,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.231049715,6.68E-05,0.882662637,0.676425197,0.2569,4.031205881,3.444909,4.240854244,0,0,if_263,0,P-31m,0.279631763,0.221637663,4.850490183,5.071645659,5.130121946,5.293283322,3,2.25,60,87.75,1,1
c2db-1616,Sc2As2Se6,Al,2.1346,1.24,25.67193811,71.3515024,129.8,6.684,136.22,2.238,9.121452,24.434,72.4,126.2,15.442,3.6,13.2,1.8,8.2,0,0,1.8,3,0,2,6.684,1.932,0.183,0.857,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.158901399,0.01263937,0.59988585,0.494063988,0.8859,4.031205881,4.138539,4.796158637,0.33,1.01,if_264,1,P31m,0.83874404,1.298816112,4.423887178,4.213479507,5.262631217,5.512295619,1,2.25,11,87.75,1,1
c2db-1797,AsBrSe,Al,2.44,1.15,30.48686523,77.92853333,119.6666667,3.71,199.2,2.563333333,10.45159667,25.85833333,89.33333333,,16.38333333,2,16,0,10,0,0,2,4,0,2,3.71,1.866666667,0.149333333,0.678333333,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.796355079,0.004675568,2.538831451,1.087032215,1.2727,4.031205881,0.748259,2.092397855,-0.3,1.8,if_265,1,P3m1,1.227943333,1.839152582,4.721954825,4.50570354,5.949898158,6.344856121,3,1.5,84,92,1,1
c2db-1799,AsBrTe,Al,2.351333333,1.233333333,32.73615993,94.14186667,125.6666667,4.286666667,197.6,2.413333333,10.204,28.80611111,89.66666667,,17.73,2,16,0,10,0,0,2,4,0,2,4.286666667,1.92,0.207666667,0.748333333,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.458477149,0.045455926,2.195040332,0.886445322,1.3947,4.031205881,1.371715,3.372329982,-0.5,1.4,if_266,1,P3m1,1.237282246,1.839270799,4.543255853,4.310502667,5.780538099,6.149773466,3,1.5,84,92.5,1,1
