s_id,ads_formula,sub_formula,ads_AllenElectronegativity_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_GSvolume_pa_mean,ads_MendeleevNumber_mean,ads_MiracleRadius_mean,ads_MolarVolume_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Polarizability_mean,ads_VdWRadius_mean,ads_ZungerPP-r_d_mean,ads_ZungerPP-r_p_mean,interface_ads_AllenElectronegativity_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_GSvolume_pa_mean,interface_ads_MendeleevNumber_mean,interface_ads_MiracleRadius_mean,interface_ads_MolarVolume_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Polarizability_mean,interface_ads_VdWRadius_mean,interface_ads_ZungerPP-r_d_mean,interface_ads_ZungerPP-r_p_mean,sub_AllenElectronegativity_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_GSvolume_pa_mean,sub_MendeleevNumber_mean,sub_MiracleRadius_mean,sub_MolarVolume_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Polarizability_mean,sub_VdWRadius_mean,sub_ZungerPP-r_d_mean,sub_ZungerPP-r_p_mean,interface_sub_AllenElectronegativity_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_GSvolume_pa_mean,interface_sub_MendeleevNumber_mean,interface_sub_MiracleRadius_mean,interface_sub_MolarVolume_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Polarizability_mean,interface_sub_VdWRadius_mean,interface_sub_ZungerPP-r_d_mean,interface_sub_ZungerPP-r_p_mean,uninterface_sub_AllenElectronegativity_mean,uninterface_sub_AtomicRadius_mean,uninterface_sub_AtomicVolume_mean,uninterface_sub_AtomicWeight_mean,uninterface_sub_CovalentRadius_mean,uninterface_sub_DipolePolarizability_mean,uninterface_sub_ElectronAffinity_mean,uninterface_sub_Electronegativity_mean,uninterface_sub_FirstIonizationEnergy_mean,uninterface_sub_GSvolume_pa_mean,uninterface_sub_MendeleevNumber_mean,uninterface_sub_MiracleRadius_mean,uninterface_sub_MolarVolume_mean,uninterface_sub_NUnfilled_mean,uninterface_sub_NValence_mean,uninterface_sub_NdUnfilled_mean,uninterface_sub_NdValence_mean,uninterface_sub_NfUnfilled_mean,uninterface_sub_NfValence_mean,uninterface_sub_NpUnfilled_mean,uninterface_sub_NpValence_mean,uninterface_sub_NsUnfilled_mean,uninterface_sub_NsValence_mean,uninterface_sub_Polarizability_mean,uninterface_sub_VdWRadius_mean,uninterface_sub_ZungerPP-r_d_mean,uninterface_sub_ZungerPP-r_p_mean,,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,SBH_n,SBH_p,if_id,Note,spg,gap_pbe,gap_hse,ea_pbe,ea_hse,ip_pbe,ip_hse,ads_MetalUnpair,ads_NonMetalUnpair,ads_MetalMendeleev,ads_NonMetalMendeleev,interface_sub_Unpair,uninterface_sub_Unpair
c2db-1812,AsClSe,Al,2.501333333,1.1,6122.146603,63.11153333,113.6666667,3.42,207.3333333,2.63,10.83620667,24.1975,89,,15.58666667,2,12.66666667,0,6.666666667,0,0,2,4,0,2,3.42,1.833333333,,0.641666667,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.467956856,0.003371285,2.39270653,0.954711912,1.4461,4.031205881,1.204759,2.973293234,-0.48,2,if_267,1,P3m1,1.37343953,2.059971059,4.89596917,4.648535134,6.2694087,6.708506193,3,1.5,84,91.5,1,1
c2db-1814,AsClTe,Al,2.412666667,1.183333333,6124.395897,79.32486667,119.6666667,3.996666667,205.7333333,2.48,10.58861,27.14527778,89.33333333,,16.93333333,2,12.66666667,0,6.666666667,0,0,2,4,0,2,3.996666667,1.886666667,,0.711666667,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.866981689,0.019751017,1.798525554,0.750663404,1.6642,4.031205881,1.794784,3.350828864,0.14,0.7,if_268,1,P3m1,1.478712992,2.146622093,4.650835025,4.389157503,6.129548017,6.535779597,3,1.5,84,92,1,1
c2db-1862,AsITe,Al,2.242666667,1.316666667,32.77983731,109.80869,132,4.945,187.8,2.313333333,9.74982,33.31777778,90,,19.71,2,16,0,10,0,0,2,4,0,2,4.945,1.963333333,0.265,0.818333333,2.359,1.4,42.65885747,126.90447,139,5.025,295.2,2.66,10.45126,43.015,96,,25.72,1,17,0,10,0,0,1,5,0,2,5.025,1.98,0.315,0.83,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.498239619,0.032696362,1.873305204,0.827082439,1.2402,4.031205881,1.039022,2.595725925,-0.4,1.31,if_269,1,P3m1,0.982421026,1.502492375,4.347046749,4.143021097,5.329467776,5.645513472,3,1.5,84,93,1,1
c2db-2241,AuBiP2S6,Al,,1.095,27.18580411,66.0284493,112.8,3.086,165.8,2.442,9.964447,24.95117262,84.6,112.7,15.874,2.2,10,0,2,0,2.8,2.1,3.3,0.1,1.9,3.086,1.813,,0.7167,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,0.41698102,0.038605193,0,0,1.945,4.031205881,9.58677,3.997501129,0,0.73,if_270,1,P3,1.440510048,2.214828895,4.668170942,4.386683381,6.108680991,6.601512276,2,2.25,76,86.75,1,1
c2db-2242,AuBiP2Se6,Al,,1.185,27.21115941,94.1654493,121.8,3.608,162.8,2.424,9.599875,25.03104762,85.2,121.7,16.408,2.2,16,0,8,0,2.8,2.1,3.3,0.1,1.9,3.608,1.873,,0.7827,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.0266106,0.009357408,0,0,1.0632,4.031205881,8.480119,8.705780054,0,0.95,if_271,1,P3,0.888719277,1.60377391,4.809109912,4.522888411,5.697829189,6.12666232,2,2.25,76,87.5,1,1
c2db-2479,AuP2S6Sb,Al,,1.08,26.65660055,57.3064093,111.9,3.706,167,2.445,10.096736,24.81217262,84.5,112,15.562,2.2,8.6,0,2,0,1.4,2.1,3.3,0.1,1.9,3.706,1.812,,0.7025,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.307884188,0.036568509,0,0,1.8089,4.031205881,4.712211,6.16302626,0.48,1.03,if_272,1,P3,1.682659228,2.370998657,4.208472494,3.932033105,5.891131721,6.303031762,2,2.25,75.5,86.75,1,1
c2db-2480,AuP2SbSe6,Al,,1.17,26.68195584,85.4434093,120.9,4.228,164,2.427,9.732164,24.89204762,85.1,121,16.096,2.2,14.6,0,8,0,1.4,2.1,3.3,0.1,1.9,4.228,1.872,,0.7685,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,0.430947989,0.007572767,0,0,0.9158,4.031205881,9.194371,3.962295689,0.78,0.08,if_273,1,P3,0.866302144,1.492685388,4.637019613,4.366832835,5.503321757,5.859518224,2,2.25,75.5,87.5,1,1
c2db-2980,Bi2Br6,Al,,1.2625,40.76673376,112.1731,127,2.3875,266.25,2.725,10.681725,30.3475,92.75,,20.1625,1.5,20,0,10,0,3.5,1.5,4.5,0,2,2.3875,1.905,0.21675,0.73425,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.076179022,0.011597445,3.096247288,1.4193505,2.9897,4.031205881,0.368928,1.134888574,-0.14,2.7,if_274,1,P-31m,1.953819222,2.822489187,5.237332763,4.996643188,7.191151985,7.819132375,3,1,86,95,1,1
c2db-3013,Bi2Cl6,Al,,1.15,13747.00114,78.83485,113.5,1.735,284.55,2.875,11.5470975,26.610625,92,,18.37,1.5,12.5,0,2.5,0,3.5,1.5,4.5,0,2,1.735,1.83,,0.65175,,1.6,35.48345908,208.9804,148,0.4,91.2,2.02,7.2855,32.95,86,162,21.31,3,29,0,10,0,14,3,3,0,2,0.4,2.07,0.438,1.077,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.959281155,0.02964963,0.108942294,0.202026745,3.3713,4.031205881,2.333003,4.571008813,,0.56,if_275,0,P-31m,2.359946681,3.317471922,5.422595059,5.139271148,7.782541739,8.45674307,3,1,86,94,1,1
c2db-3078,Bi2I6,Al,,1.45,40.86500787,147.4234525,141.25,3.86875,244.2,2.5,9.65982,40.49875,93.5,,24.6175,1.5,20,0,10,0,3.5,1.5,4.5,0,2,3.86875,2.0025,0.34575,0.89175,2.359,1.4,42.65885747,126.90447,139,5.025,295.2,2.66,10.45126,43.015,96,,25.72,1,17,0,10,0,0,1,5,0,2,5.025,1.98,0.315,0.83,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.156989549,0.017188404,2.768822037,1.294649933,2.5836,4.031205881,0.302648,0.955456573,0.19,2.39,if_276,1,P-31m,1.376978043,2.105773571,4.930578841,4.735742582,6.307556884,6.841516154,3,1,86,96,1,1
c2db-3110,Bi2S3,Al,,1.24,30.49331111,102.83116,122.2,1.9,156.48,2.356,9.130206,28.652125,87.2,126.6,17.842,2.4,15.2,0,4,0,5.6,2.4,3.6,0,2,1.9,1.908,,0.7668,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.295502973,0.037425308,1.478103195,0.671203512,1.0967,4.031205881,1.583967,3.636000958,-0.1,1.44,if_277,1,P-3m1,0.469992577,1.041404252,5.974962405,5.826325791,6.444954982,6.867730043,3,2,86,88,1,1
c2db-3125,Bi2Se3,Al,,1.33,30.51866641,130.96816,131.2,2.422,153.48,2.338,8.765634,28.732,87.8,135.6,18.376,2.4,21.2,0,10,0,5.6,2.4,3.6,0,2,2.422,1.968,0.2652,0.8328,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.153282739,0.021344657,1.10213503,0.580036678,0.8703,4.031205881,1.355113,2.917941432,-0.7,1.7,if_278,1,P-3m1,0.24331873,0.731699789,5.74150774,5.631335371,5.98482647,6.363035161,3,2,86,89,1,1
c2db-3138,Bi2Te3,Al,,1.48,34.56739687,160.15216,142,3.46,150.6,2.068,8.31996,34.038,88.4,148.8,20.8,2.4,21.2,0,10,0,5.6,2.4,3.6,0,2,3.46,2.064,0.3702,0.9588,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.607840691,0.007455748,1.621116371,0.788565224,0.9238,4.031205881,0.701203,1.828625716,-0.2,1.26,if_279,1,P-3m1,0.083231119,0.468055331,5.249565469,5.149498944,5.332796588,5.617554274,3,2,86,90,1,1
c2db-3189,BiBrS,Al,,1.25,35.05927673,106.9831333,124.3333333,2.116666667,205.2666667,2.52,9.81977,29.405625,89.66666667,,18.87333333,2,17.33333333,0,6.666666667,0,4.666666667,2,4,0,2,2.116666667,1.906666667,,0.752333333,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.840459823,0.031050524,2.796614826,1.210590135,1.7738,4.031205881,0.633285,1.798820599,-0.32,2,if_280,1,P3m1,0.89070471,1.600144484,5.709299476,5.489752325,6.600004186,7.089896809,3,1.5,86,91.5,1,1
c2db-3191,BiBrSe,Al,,1.3,35.07336301,122.6148,129.3333333,2.406666667,203.6,2.51,9.61723,29.45,90,,19.17,2,20.66666667,0,10,0,4.666666667,2,4,0,2,2.406666667,1.94,0.243666667,0.789,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.858780919,0.021083877,2.825195909,1.225894443,1.5642,4.031205881,0.607388,1.736389225,-0.45,1.9,if_281,1,P3m1,0.732842439,1.362729347,5.615945803,5.41989119,6.348788241,6.782620537,3,1.5,86,92,1,1
c2db-3193,BiBrTe,Al,,1.383333333,37.32265771,138.8281333,135.3333333,2.983333333,202,2.36,9.369633333,32.39777778,90.33333333,,20.51666667,2,20.66666667,0,10,0,4.666666667,2,4,0,2,2.983333333,1.993333333,0.302,0.859,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,3.001268365,0.00248738,2.988886716,1.339422511,1.6015,4.031205881,0.439168,1.318061025,-0.42,2,if_282,1,P3m1,0.591080686,1.15935829,5.365346438,5.160142982,5.956427124,6.319501272,3,1.5,86,92.5,1,1
c2db-3201,BiClS,Al,,1.2,6126.719014,92.16613333,118.3333333,1.826666667,213.4,2.586666667,10.20438,27.74479167,89.33333333,,18.07666667,2,14,0,3.333333333,0,4.666666667,2,4,0,2,1.826666667,1.873333333,,0.715666667,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.513651451,0.036097331,2.36007027,0.978163869,1.8002,4.031205881,0.933897,2.347491549,-0.38,2,if_283,1,P3m1,1.001877088,1.744920958,5.864841318,5.635187519,6.866718405,7.380108477,3,1.5,86,91,1,1
c2db-3204,BiClSe,Al,,1.25,6126.7331,107.7978,123.3333333,2.116666667,211.7333333,2.576666667,10.00184,27.78916667,89.66666667,,18.37333333,2,17.33333333,0,6.666666667,0,4.666666667,2,4,0,2,2.116666667,1.906666667,,0.752333333,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.547121769,0.026085549,2.463684016,1.022381344,1.653,4.031205881,0.890319,2.267750907,-0.48,1.87,if_284,1,P3m1,0.850771441,1.509027176,5.713212709,5.503245601,6.56398415,7.012272777,3,1.5,86,91.5,1,1
c2db-3205,BiClTe,Al,,1.333333333,6128.982395,124.0111333,129.3333333,2.693333333,210.1333333,2.426666667,9.754243333,30.73694444,90,,19.72,2,17.33333333,0,6.666666667,0,4.666666667,2,4,0,2,2.693333333,1.96,,0.822333333,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,2.588575182,0.007063807,3.022822916,1.3084255,1.7751,4.031205881,0.564211,1.460502592,-0.58,2.14,if_285,1,P3m1,0.599499779,1.198274763,5.415712338,5.193623388,6.015212117,6.391898152,3,1.5,86,92,1,1
c2db-3216,BiCuP2Se6,Al,,1.185,26.69944724,80.8233924,121.4,3.643,152.36,2.36,9.44996,24.46804762,85,120,16.098,2.2,14.6,0,8,0,1.4,2.1,3.3,0.1,1.9,3.643,1.847,,0.7537,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,1.613,1.25,16.59442452,26.9815386,121,6.8,42.5,1.61,5.985768,16.48,73,141,10,5,3,0,0,0,0,5,1,0,2,6.8,1.84,,0.905,,1.513463543,0.002707855,0,0,1.2569,4.031205881,4.888775,7.398982731,0.65,0.74,if_287,1,P3,1.008688339,2.060124742,4.609701913,4.303600449,5.618390252,6.36372519,2,2.25,75,87.5,1,1
